# models=230+249,vertices=83
4.000000,-182.000000,-17.000000
6.000000,-183.000000,-17.000000
1.000000,-183.000000,-17.000000
4.000000,-181.000000,-17.000000
8.000000,-179.000000,-15.000000
10.000000,-184.000000,-12.000000
8.000000,-186.000000,-17.000000
3.000000,-186.000000,-17.000000
3.000000,-184.000000,-17.000000
0.000000,-186.000000,-18.000000
0.000000,-182.000000,-19.000000
0.000000,-178.000000,-20.000000
2.000000,-177.000000,-17.000000
6.000000,-172.000000,-13.000000
10.000000,-180.000000,-10.000000
10.000000,-182.000000,-8.000000
10.000000,-191.000000,-6.000000
7.000000,-190.000000,-17.000000
3.000000,-187.000000,-19.000000
0.000000,-190.000000,-17.000000
-3.000000,-187.000000,-19.000000
-3.000000,-186.000000,-17.000000
-1.000000,-183.000000,-17.000000
-2.000000,-177.000000,-17.000000
-4.000000,-181.000000,-17.000000
-8.000000,-179.000000,-15.000000
-6.000000,-172.000000,-13.000000
-10.000000,-180.000000,-10.000000
-10.000000,-178.000000,-9.000000
-10.000000,-180.000000,-8.000000
-11.000000,-181.000000,-4.000000
-10.000000,-177.000000,-7.000000
-10.000000,-181.000000,-4.000000
-8.000000,-174.000000,-2.000000
-3.000000,-169.000000,-9.000000
-5.000000,-173.000000,2.000000
-7.000000,-165.000000,4.000000
-7.000000,-164.000000,-8.000000
3.000000,-169.000000,-9.000000
7.000000,-164.000000,-8.000000
7.000000,-165.000000,4.000000
5.000000,-173.000000,2.000000
8.000000,-174.000000,-2.000000
10.000000,-177.000000,-7.000000
10.000000,-181.000000,-4.000000
11.000000,-181.000000,-4.000000
10.000000,-178.000000,-9.000000
10.000000,-180.000000,-8.000000
-6.000000,-183.000000,-17.000000
-4.000000,-182.000000,-17.000000
-10.000000,-184.000000,-12.000000
-10.000000,-182.000000,-8.000000
-3.000000,-184.000000,-17.000000
-8.000000,-186.000000,-17.000000
-7.000000,-190.000000,-17.000000
-10.000000,-191.000000,-6.000000
-10.000000,-183.000000,-5.000000
-11.000000,-182.000000,-8.000000
-11.000000,-183.000000,-5.000000
-8.000000,-187.000000,4.000000
8.000000,-187.000000,4.000000
0.000000,-192.000000,-16.000000
11.000000,-182.000000,-8.000000
11.000000,-183.000000,-5.000000
10.000000,-183.000000,-5.000000
5.000000,-196.000000,-4.000000
-5.000000,-196.000000,-4.000000
0.000000,-192.000000,2.000000
-6.000000,-172.000000,-13.000000
0.000000,-175.000000,-19.000000
0.000000,-177.000000,-18.000000
-3.000000,-177.000000,-17.000000
6.000000,-172.000000,-13.000000
3.000000,-177.000000,-17.000000
0.000000,-174.000000,-17.000000
0.000000,-172.000000,-18.000000
0.000000,-167.000000,-18.000000
3.000000,-169.000000,-9.000000
10.000000,-177.000000,-7.000000
10.000000,-178.000000,-9.000000
-3.000000,-169.000000,-9.000000
-10.000000,-177.000000,-7.000000
-10.000000,-178.000000,-9.000000
